PokemonName,BWSpr#,Home#,PokemonDbName,ShowdownName,PorygonName,Type1,Type2,Ability1,Ablity2,AbilityHidden,HP,Atk,Def,SpA,SpD,Spe,HpWall,PhysAttacker,SpecAttacker,PhysDefender,SpecDefender,SpeedAbility,Fast,Pivot,Price,IconLink
Geodude-Alola,074-a,74-1,geodude-alolan,geodude-alola,Geodude-Alola,Rock,Electric,Magnet Pull,Sturdy,Galvanize,40,80,100,30,30,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/074-a.png
Graveler,075,75,graveler,graveler,Graveler,Rock,Ground,Rock Head,Sturdy,Sand Veil,55,95,115,45,45,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/075.png
Graveler-Alola,075-a,75-1,graveler-alolan,graveler-alola,Graveler-Alola,Rock,Electric,Magnet Pull,Sturdy,Galvanize,55,95,115,45,45,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/075-a.png
Golem,076,76,golem,golem,Golem,Rock,Ground,Rock Head,Sturdy,Sand Veil,80,120,130,55,65,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/076.png
Golem-Alola,076-a,76-1,golem-alolan,golem-alola,Golem-Alola,Rock,Electric,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/076-a.png
Ponyta,077,77,ponyta,ponyta,Ponyta,Fire,,Run Away,Flash Fire,Flame Body,50,85,55,65,65,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/077.png
Ponyta-Galar,077-g,77-1,ponyta-galarian,ponyta-galar,Ponyta-Galar,Psychic,,Run Away,Pastel Veil,Anticipation,50,85,55,65,65,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/077-g.png
Rapidash,078,78,rapidash,rapidash,Rapidash,Fire,,Run Away,Flash Fire,Flame Body,65,100,70,80,80,105,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/078.png
Rapidash-Galar,078-g,78-1,rapidash-galarian,rapidash-galar,Rapidash-Galar,Psychic,Fairy,Run Away,Pastel Veil,Anticipation,65,100,70,80,80,105,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/078-g.png
Slowpoke,079,79,slowpoke,slowpoke,Slowpoke,Water,Psychic,Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/079.png
Slowpoke-Galar,079-g,79-1,slowpoke-galarian,slowpoke-galar,Slowpoke-Galar,Psychic,,Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/079-g.png
Slowbro,080,80,slowbro,slowbro,Slowbro,Water,Psychic,Oblivious,Own Tempo,Regenerator,95,75,110,100,80,30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,15,https://www.serebii.net/pokedex-swsh/icon/080.png
Slowbro-Galar,080-g,80-2,slowbro-galarian,slowbro-galar,Slowbro-Galar,Poison,Psychic,Quick Draw,Own Tempo,Regenerator,95,100,95,100,70,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,https://www.serebii.net/pokedex-swsh/icon/080-g.png
Mega Slowbro,080-m,80-1,slowbro-mega,slowbro-mega,Slowbro-Mega,Water,Psychic,Shell Armor,,,95,75,180,130,80,30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,15,https://www.serebii.net/pokedex-swsh/icon/080-m.png
Magnemite,081,81,magnemite,magnemite,Magnemite,Electric,Steel,Magnet Pull,Sturdy,Analytic,25,35,70,95,55,45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/081.png
Magneton,082,82,magneton,magneton,Magneton,Electric,Steel,Magnet Pull,Sturdy,Analytic,50,60,95,120,70,70,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7,https://www.serebii.net/pokedex-swsh/icon/082.png
Farfetchd,083,83,farfetchd,farfetchd,Farfetchd,Normal,Flying,Keen Eye,Inner Focus,Defiant,52,90,55,58,62,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/083.png
Farfetchd-Galar,083-g,83-1,farfetchd-galarian,farfetchd-galar,Farfetchd-Galar,Fighting,,Steadfast,,Scrappy,52,95,55,58,62,55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/083-g.png
Doduo,084,84,doduo,doduo,Doduo,Normal,Flying,Run Away,Early Bird,Tangled Feet,35,85,45,35,35,75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/084.png
Dodrio,085,85,dodrio,dodrio,Dodrio,Normal,Flying,Run Away,Early Bird,Tangled Feet,60,110,70,60,60,110,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/085.png
Seel,086,86,seel,seel,Seel,Water,,Thick Fat,Hydration,Ice Body,65,45,55,45,70,45,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/086.png
Dewgong,087,87,dewgong,dewgong,Dewgong,Water,Ice,Thick Fat,Hydration,Ice Body,90,70,80,70,95,70,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/087.png
Grimer,088,88,grimer,grimer,Grimer,Poison,,Stench,Sticky Hold,Poison Touch,80,80,50,40,50,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/088.png
Grimer-Alola,088-a,88-1,grimer-alolan,grimer-alola,Grimer-Alola,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/088-a.png
Muk,089,89,muk,muk,Muk,Poison,,Stench,Sticky Hold,Poison Touch,105,105,75,65,100,50,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/089.png
Muk-Alola,089-a,89-1,muk-alolan,muk-alola,Muk-Alola,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,https://www.serebii.net/pokedex-swsh/icon/089-a.png
Shellder,090,90,shellder,shellder,Shellder,Water,,Shell Armor,Skill Link,Overcoat,30,65,100,45,25,40,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/090.png
Cloyster,091,91,cloyster,cloyster,Cloyster,Water,Ice,Shell Armor,Skill Link,Overcoat,50,95,180,85,45,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9,https://www.serebii.net/pokedex-swsh/icon/091.png
Gastly,092,92,gastly,gastly,Gastly,Ghost,Poison,Levitate,,,30,35,30,100,35,80,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/092.png
Haunter,093,93,haunter,haunter,Haunter,Ghost,Poison,Levitate,,,45,50,45,115,55,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/093.png
Gengar,094,94,gengar,gengar,Gengar,Ghost,Poison,Cursed Body,,,60,65,60,130,75,110,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,14,https://www.serebii.net/pokedex-swsh/icon/094.png
Mega Gengar,094-m,94-1,gengar-mega,gengar-mega,Gengar-Mega,Ghost,Poison,Shadow Tag,,,60,65,80,170,95,130,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/094-m.png
Gengar-Gmax,094-gi,94-gmax,gengar-gigantamax,gengar-gmax,Gengar-Gmax,Ghost,Poison,Cursed Body,,,60,65,60,130,75,110,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/094-gi.png
Onix,095,95,onix,onix,Onix,Rock,Ground,Rock Head,Sturdy,Weak Armor,35,45,160,30,45,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/095.png
Drowzee,096,96,drowzee,drowzee,Drowzee,Psychic,,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/096.png
Hypno,097,97,hypno,hypno,Hypno,Psychic,,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/097.png
Krabby,098,98,krabby,krabby,Krabby,Water,,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/098.png
Kingler,099,99,kingler,kingler,Kingler,Water,,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/099.png
Kingler-Gmax,099-gi,99-gmax,kingler-gigantamax,kingler-gmax,Kingler-Gmax,Water,,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/099-gi.png
Voltorb,100,100,voltorb,voltorb,Voltorb,Electric,,Soundproof,Static,Aftermath,40,30,50,55,55,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/100.png
Voltorb-Hisui,100-h,100-h,voltorb-hisuian,voltorb-hisui,Voltorb-Hisui,Electric,Grass,Soundproof,Static,Aftermath,40,30,50,55,55,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/100-h.png
Electrode,101,101,electrode,electrode,Electrode,Electric,,Soundproof,Static,Aftermath,60,50,70,80,80,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/101.png
Electrode-HIsui,101-h,101-h,electrode-hisuian,electrode-hisui,Electrode-HIsui,Electric,Grass,Soundproof,Static,Aftermath,60,50,70,80,80,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,https://www.serebii.net/pokedex-swsh/icon/101-h.png
Exeggcute,102,102,exeggcute,exeggcute,Exeggcute,Grass,Psychic,Chlorophyll,,Harvest,60,40,80,60,45,40,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/102.png
Exeggutor,103,103,exeggutor,exeggutor,Exeggutor,Grass,Psychic,Chlorophyll,,Harvest,95,95,85,125,75,55,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/103.png
Exeggutor-Alola,103-a,103-1,exeggutor-alolan,exeggutor-alola,Exeggutor-Alola,Grass,Dragon,Frisk,,Harvest,95,105,85,125,75,45,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/103-a.png
Cubone,104,104,cubone,cubone,Cubone,Ground,,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/104.png
Marowak,105,105,marowak,marowak,Marowak,Ground,,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/105.png
Marowak-Alola,105-a,105-1,marowak-alolan,marowak-alola,Marowak-Alola,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/105-a.png
Hitmonlee,106,106,hitmonlee,hitmonlee,Hitmonlee,Fighting,,Limber,Reckless,Unburden,50,120,53,35,110,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8,https://www.serebii.net/pokedex-swsh/icon/106.png
Hitmonchan,107,107,hitmonchan,hitmonchan,Hitmonchan,Fighting,,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/107.png
Lickitung,108,108,lickitung,lickitung,Lickitung,Normal,,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/108.png
Koffing,109,109,koffing,koffing,Koffing,Poison,,Levitate,Neutralizing Gas,Stench,40,65,95,60,45,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/109.png
Weezing,110,110,weezing,weezing,Weezing,Poison,,Levitate,Neutralizing Gas,Stench,65,90,120,85,70,60,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/110.png
Weezing-Galar,110-g,110-1,weezing-galarian,weezing-galar,Weezing-Galar,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,65,90,120,85,70,60,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,https://www.serebii.net/pokedex-swsh/icon/110-g.png
Rhyhorn,111,111,rhyhorn,rhyhorn,Rhyhorn,Ground,Rock,Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/111.png
Rhydon,112,112,rhydon,rhydon,Rhydon,Ground,Rock,Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/112.png
Chansey,113,113,chansey,chansey,Chansey,Normal,,Natural Cure,Serene Grace,Healer,250,5,5,35,105,50,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9,https://www.serebii.net/pokedex-swsh/icon/113.png
Tangela,114,114,tangela,tangela,Tangela,Grass,,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/114.png
Kangaskhan,115,115,kangaskhan,kangaskhan,Kangaskhan,Normal,,Early Bird,Scrappy,Inner Focus,105,95,80,40,80,90,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/115.png
Mega Kangaskhan,115-m,115-1,kangaskhan-mega,kangaskhan-mega,Kangaskhan-Mega,Normal,,Parental Bond,,,105,125,100,60,100,100,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,12,https://www.serebii.net/pokedex-swsh/icon/115-m.png
Horsea,116,116,horsea,horsea,Horsea,Water,,Swift Swim,Sniper,Damp,30,40,70,70,25,60,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/116.png
Seadra,117,117,seadra,seadra,Seadra,Water,,Poison Point,Sniper,Damp,55,65,95,95,45,85,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/117.png
Goldeen,118,118,goldeen,goldeen,Goldeen,Water,,Swift Swim,Water Veil,Lightning Rod,45,67,60,35,50,63,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/118.png
Seaking,119,119,seaking,seaking,Seaking,Water,,Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/119.png
Staryu,120,120,staryu,staryu,Staryu,Water,,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/120.png
Starmie,121,121,starmie,starmie,Starmie,Water,Psychic,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/121.png
Mr. Mime,122,122,mr-mime,mrmime,Mrmime,Psychic,Fairy,Soundproof,Filter,Technician,40,45,65,100,120,90,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/122.png
Mr. Mime-Galar,122-g,122-1,mr-mime-galarian,mrmime-galar,Mrmime-Galar,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,50,65,65,90,90,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/122-g.png
Scyther,123,123,scyther,scyther,Scyther,Bug,Flying,Swarm,Technician,Steadfast,70,110,80,55,80,105,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/123.png
Jynx,124,124,jynx,jynx,Jynx,Ice,Psychic,Oblivious,Forewarn,Dry Skin,65,50,35,115,95,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/124.png
Electabuzz,125,125,electabuzz,electabuzz,Electabuzz,Electric,,Static,,Vital Spirit,65,83,57,95,85,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/125.png
Magmar,126,126,magmar,magmar,Magmar,Fire,,Flame Body,,Vital Spirit,65,95,57,100,85,93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/126.png
Pinsir,127,127,pinsir,pinsir,Pinsir,Bug,,Hyper Cutter,Mold Breaker,Moxie,65,125,100,55,70,85,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/127.png
Mega Pinsir,127-m,127-1,pinsir-mega,pinsir-mega,Pinsir-Mega,Bug,Flying,Aerilate,,,65,155,120,65,90,105,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/127-m.png
Tauros,128,128,tauros,tauros,Tauros,Normal,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/128.png
Tauros-Paldea,128-p,128-p,tauros-paldean,tauros-paldea,Tauros-Paldea,Fighting,,Intimidate,Anger Point,Cud Chew,75,110,105,30,70,100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5,https://www.serebii.net/pokedex-sv/icon/128-p.png
Tauros-Paldea-Blaze,128-pb,128-b,tauros-paldean-fire,tauros-paldeafire,Tauros-Paldeafire,Fighting,Fire,Intimidate,Anger Point,Cud Chew,75,110,105,30,70,100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-sv/icon/128-b.png
Tauros-Paldea-Aqua,128-pa,128-a,tauros-paldean-water,tauros-paldeawater,Tauros-Paldeawater,Fighting,Water,Intimidate,Anger Point,Cud Chew,75,110,105,30,70,100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-sv/icon/128-a.png
Magikarp,129,129,magikarp,magikarp,Magikarp,Water,,Swift Swim,,Rattled,20,10,55,15,20,80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/129.png
Gyarados,130,130,gyarados,gyarados,Gyarados,Water,Flying,Intimidate,,Moxie,95,125,79,60,100,81,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,https://www.serebii.net/pokedex-swsh/icon/130.png
Mega Gyarados,130-m,130-1,gyarados-mega,gyarados-mega,Gyarados-Mega,Water,Dark,Mold Breaker,,,95,155,109,70,130,81,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,16,https://www.serebii.net/pokedex-swsh/icon/130-m.png
Lapras,131,131,lapras,lapras,Lapras,Water,Ice,Water Absorb,Shell Armor,Hydration,130,85,80,85,95,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/131.png
Lapras-Gmax,131-gi,131-gmax,lapras-gigantamax,lapras-gmax,Lapras-Gmax,Water,Ice,Water Absorb,Shell Armor,Hydration,130,85,80,85,95,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/131-gi.png
Ditto,132,132,ditto,ditto,Ditto,Normal,,Limber,,Imposter,48,48,48,48,48,48,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/132.png
Eevee,133,133,eevee,eevee,Eevee,Normal,,Run Away,Adaptability,Anticipation,55,55,50,45,65,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/133.png
Eevee-Gmax,133-gi,133-gmax,eevee-gigantamax,eevee-gmax,Eevee-Gmax,Normal,,Run Away,Adaptability,Anticipation,55,55,50,45,65,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/133-gi.png
Vaporeon,134,134,vaporeon,vaporeon,Vaporeon,Water,,Water Absorb,,Hydration,130,65,60,110,95,65,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/134.png
Jolteon,135,135,jolteon,jolteon,Jolteon,Electric,,Volt Absorb,,Quick Feet,65,65,60,110,95,130,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/135.png
Flareon,136,136,flareon,flareon,Flareon,Fire,,Flash Fire,,Guts,65,130,60,95,110,65,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/136.png
Porygon,137,137,porygon,porygon,Porygon,Normal,,Trace,Download,Analytic,65,60,70,85,75,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/137.png
Omanyte,138,138,omanyte,omanyte,Omanyte,Rock,Water,Swift Swim,Shell Armor,Weak Armor,35,40,100,90,55,35,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/138.png
Omastar,139,139,omastar,omastar,Omastar,Rock,Water,Swift Swim,Shell Armor,Weak Armor,70,60,125,115,70,55,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/139.png
Kabuto,140,140,kabuto,kabuto,Kabuto,Rock,Water,Swift Swim,Battle Armor,Weak Armor,30,80,90,55,45,55,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/140.png
Kabutops,141,141,kabutops,kabutops,Kabutops,Rock,Water,Swift Swim,Battle Armor,Weak Armor,60,115,105,65,70,80,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/141.png
Aerodactyl,142,142,aerodactyl,aerodactyl,Aerodactyl,Rock,Flying,Rock Head,Pressure,Unnerve,80,105,65,60,75,130,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,https://www.serebii.net/pokedex-swsh/icon/142.png
Mega Aerodactyl,142-m,142-1,aerodactyl-mega,aerodactyl-mega,Aerodactyl-Mega,Rock,Flying,Tough Claws,,,80,135,85,70,95,150,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,https://www.serebii.net/pokedex-swsh/icon/142-m.png
Snorlax,143,143,snorlax,snorlax,Snorlax,Normal,,Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,https://www.serebii.net/pokedex-swsh/icon/143.png
Snorlax-Gmax,143-gi,143-gmax,snorlax-gigantamax,snorlax-gmax,Snorlax-Gmax,Normal,,Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/143-gi.png
Articuno,144,144,articuno,articuno,Articuno,Ice,Flying,Pressure,,Snow Cloak,90,85,100,95,125,85,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/144.png
Articuno-Galar,144-g,144-1,articuno-galarian,articuno-galar,Articuno-Galar,Psychic,Flying,Competitive,,,90,85,85,125,100,95,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/144-g.png
Zapdos,145,145,zapdos,zapdos,Zapdos,Electric,Flying,Pressure,,Static,90,90,85,125,90,100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,17,https://www.serebii.net/pokedex-swsh/icon/145.png
